"id"	"source_id"	"name"	"value"
"764"	"44"	"Borough"	"3"
"765"	"44"	"Borough"	"3"
"766"	"44"	"Borough"	"3"
"767"	"44"	"Borough"	"3"
"768"	"44"	"Borough"	"3"
"769"	"44"	"Borough"	"3"
"770"	"44"	"Borough"	"3"
"771"	"44"	"Borough"	"3"
"772"	"44"	"Borough"	"3"
"773"	"44"	"Borough"	"3"
"774"	"44"	"Borough"	"3"
"775"	"45"	"Borough"	"3"
"776"	"45"	"Borough"	"3"
"777"	"45"	"Borough"	"3"
"778"	"45"	"Borough"	"3"
"779"	"45"	"Borough"	"3"
"780"	"45"	"Borough"	"3"
"781"	"45"	"Borough"	"3"
"782"	"45"	"Borough"	"3"
"783"	"45"	"Borough"	"3"
"784"	"45"	"Borough"	"3"
"785"	"45"	"Borough"	"3"
"786"	"45"	"Borough"	"3"
"787"	"45"	"Borough"	"3"
"788"	"45"	"Borough"	"3"
"789"	"45"	"Borough"	"3"
"790"	"45"	"Borough"	"3"
"791"	"46"	"Borough"	"3"
"792"	"46"	"Borough"	"3"
"793"	"46"	"Borough"	"3"
"794"	"46"	"Borough"	"3"
